Name,Data,Genes
Uperoleia arenicola,0,0
Uperoleia aspera,1,2
Uperoleia borealis,1,2
Uperoleia capitulata,0,0
Uperoleia crassa,1,2
Uperoleia daviesae,0,0
Uperoleia fusca,1,2
Uperoleia glandulosa,1,2
Uperoleia inundata,1,2
Uperoleia laevigata,1,10
Uperoleia lithomoda,1,2
Uperoleia littlejohni,1,5
Uperoleia marmorata,0,0
Uperoleia martini,0,0
Uperoleia micra,1,2
Uperoleia micromeles,1,2
Uperoleia mimula,0,0
Uperoleia minima,1,2
Uperoleia mjobergii,1,2
Uperoleia orientalis,0,0
Uperoleia rugosa,1,2
Uperoleia russelli,1,2
Uperoleia stridera,0,0
Uperoleia talpa,1,2
Uperoleia trachyderma,1,2
Uperoleia tyleri,1,2
Nasikabatrachus sahyadrensis,1,8
Lankanectes corrugatus,1,10
Nyctibatrachus acanthodermis,1,3
Nyctibatrachus aliciae,1,3
Nyctibatrachus anamallaiensis,1,3
Nyctibatrachus beddomii,1,3
Nyctibatrachus danieli,1,3
Nyctibatrachus dattatreyaensis,1,3
Nyctibatrachus deccanensis,1,4
Nyctibatrachus deveni,1,3
Nyctibatrachus gavi,1,3
Nyctibatrachus grandis,1,3
Nyctibatrachus humayuni,1,3
Nyctibatrachus indraneili,1,3
Nyctibatrachus jog,1,3
Nyctibatrachus karnatakaensis,1,3
Nyctibatrachus kempholeyensis,1,3
Nyctibatrachus major,1,7
Nyctibatrachus minimus,1,3
Nyctibatrachus minor,1,3
Nyctibatrachus periyar,1,2
Nyctibatrachus petraeus,1,3
Nyctibatrachus pillaii,1,3
Nyctibatrachus poocha,1,3
Nyctibatrachus sanctipalustris,1,3
Nyctibatrachus shiradi,1,3
Nyctibatrachus sylvaticus,1,3
Nyctibatrachus vasanthi,1,3
Nyctibatrachus vrijeuni,1,3
Odontobatrachus natator,1,6
Macrogenioglottus alipioi,1,8
Odontophrynus achalensis,1,5
Odontophrynus americanus,1,9
Odontophrynus barrioi,0,0
Odontophrynus carvalhoi,1,5
Odontophrynus cordobae,0,0
Odontophrynus cultripes,1,5
Odontophrynus lavillai,0,0
Odontophrynus maisuma,0,0
Odontophrynus monachus,0,0
Odontophrynus occidentalis,1,8
Odontophrynus salvatori,0,0
Proceratophrys appendiculata,1,5
Proceratophrys aridus,0,0
Proceratophrys avelinoi,1,7
Proceratophrys bagnoi,0,0
Proceratophrys belzebul,0,0
Proceratophrys bigibbosa,1,5
Proceratophrys boiei,1,7
Proceratophrys branti,0,0
Proceratophrys brauni,0,0
Proceratophrys caramaschii,0,0
Proceratophrys carranca,0,0
Proceratophrys concavitympanum,1,5
Proceratophrys cristiceps,1,5
Proceratophrys cururu,1,5
Proceratophrys dibernardoi,0,0
Proceratophrys goyana,1,5
Proceratophrys huntingtoni,0,0
Proceratophrys izecksohni,0,0
Proceratophrys laticeps,1,5
Proceratophrys melanopogon,1,6
Proceratophrys minuta,1,5
Proceratophrys moehringi,0,0
Proceratophrys moratoi,1,5
Proceratophrys palustris,0,0
Proceratophrys paviotii,0,0
Proceratophrys phyllostomus,0,0
Proceratophrys redacta,1,5
Proceratophrys renalis,1,5
Proceratophrys rondonae,0,0
Proceratophrys rotundipalpebra,0,0
Proceratophrys sanctaritae,0,0
Proceratophrys schirchi,1,5
Proceratophrys strussmannae,0,0
Proceratophrys subguttata,0,0
Proceratophrys tupinambis,0,0
Proceratophrys vielliardi,0,0
Pelobates cultripes,1,11
Pelobates fuscus,1,5
Pelobates syriacus,1,3
Pelobates varaldii,1,4
Pelodytes caucasicus,1,3
Pelodytes ibericus,1,5
Pelodytes punctatus,1,11
Micrixalus elegans,0,0
Micrixalus fuscus,1,5
Micrixalus gadgili,0,0
Micrixalus kottigeharensis,1,5
Micrixalus narainensis,0,0
Micrixalus nudis,0,0
Micrixalus phyllophilus,0,0
Micrixalus saxicola,1,1
Micrixalus silvaticus,0,0
Micrixalus swamianus,0,0
Micrixalus thampii,0,0
Arthroleptides martiensseni,1,5
Arthroleptides yakusini,1,3
Ericabatrachus baleensis,1,5
Petropedetes cameronensis,1,8
Petropedetes dutoiti,0,0
Petropedetes euskircheni,1,6
Petropedetes johnstoni,1,6
Petropedetes juliawurstnerae,1,6
Petropedetes palmipes,1,8
Petropedetes parkeri,1,9
Petropedetes perreti,1,5
Petropedetes vulpiae,1,6
Phrynobatrachus accraensis,1,4
Phrynobatrachus acridoides,1,2
Phrynobatrachus acutirostris,1,2
Phrynobatrachus africanus,1,12
Phrynobatrachus albolabris,0,0
Phrynobatrachus albomarginatus,0,0
Phrynobatrachus alleni,1,1
Phrynobatrachus annulatus,1,2
Phrynobatrachus anotis,0,0
Phrynobatrachus asper,0,0
Phrynobatrachus auritus,1,8
Phrynobatrachus batesii,1,2
Phrynobatrachus bequaerti,0,0
Phrynobatrachus breviceps,0,0
Phrynobatrachus brevipalmatus,0,0
Phrynobatrachus brongersmai,0,0
Phrynobatrachus bullans,1,2
Phrynobatrachus calcaratus,1,8
Phrynobatrachus chukuchuku,1,2
Phrynobatrachus congicus,0,0
Phrynobatrachus cornutus,1,2
Phrynobatrachus cricogaster,1,2
Phrynobatrachus cryptotis,0,0
Phrynobatrachus dalcqi,0,0
Phrynobatrachus danko,1,1
Phrynobatrachus dendrobates,1,5
Phrynobatrachus dispar,1,6
Phrynobatrachus elberti,0,0
Phrynobatrachus francisci,1,2
Phrynobatrachus fraterculus,1,2
Phrynobatrachus gastoni,0,0
Phrynobatrachus ghanensis,1,2
Phrynobatrachus giorgii,0,0
Phrynobatrachus graueri,1,2
Phrynobatrachus guineensis,1,2
Phrynobatrachus gutturosus,1,2
Phrynobatrachus hieroglyphicus,0,0
Phrynobatrachus hylaios,0,0
Phrynobatrachus inexpectatus,1,2
Phrynobatrachus intermedius,1,2
Phrynobatrachus irangi,0,0
Phrynobatrachus jimzimkusi,0,0
Phrynobatrachus kakamikro,1,2
Phrynobatrachus keniensis,1,5
Phrynobatrachus kinangopensis,1,1
Phrynobatrachus krefftii,1,8
Phrynobatrachus latifrons,1,2
Phrynobatrachus leveleve,1,3
Phrynobatrachus liberiensis,1,2
Phrynobatrachus mababiensis,1,6
Phrynobatrachus maculiventris,1,2
Phrynobatrachus manengoubensis,1,2
Phrynobatrachus minutus,1,2
Phrynobatrachus nanus,0,0
Phrynobatrachus natalensis,1,7
Phrynobatrachus njiomock,0,0
Phrynobatrachus ogoensis,0,0
Phrynobatrachus pakenhami,1,2
Phrynobatrachus pallidus,0,0
Phrynobatrachus parkeri,0,0
Phrynobatrachus parvulus,1,2
Phrynobatrachus perpalmatus,0,0
Phrynobatrachus petropedetoides,1,2
Phrynobatrachus phyllophilus,1,2
Phrynobatrachus pintoi,1,2
Phrynobatrachus plicatus,1,2
Phrynobatrachus pygmaeus,0,0
Phrynobatrachus rainerguentheri,1,1
Phrynobatrachus rouxi,0,0
Phrynobatrachus rungwensis,1,2
Phrynobatrachus ruthbeateae,1,2
Phrynobatrachus sandersoni,1,6
Phrynobatrachus scapularis,0,0
Phrynobatrachus scheffleri,1,1
Phrynobatrachus schioetzi,1,1
Phrynobatrachus steindachneri,1,2
Phrynobatrachus sternfeldi,0,0
Phrynobatrachus stewartae,0,0
Phrynobatrachus sulfureogularis,0,0
Phrynobatrachus taiensis,0,0
Phrynobatrachus tokba,1,2
Phrynobatrachus ukingensis,1,2
Phrynobatrachus ungujae,1,2
Phrynobatrachus uzungwensis,1,1
Phrynobatrachus versicolor,1,2
Phrynobatrachus villiersi,1,2
Phrynobatrachus vogti,0,0
Phrynobatrachus werneri,1,2
Hymenochirus boettgeri,1,13
Hymenochirus boulengeri,0,0
Hymenochirus curtipes,0,0
Hymenochirus feae,0,0
Pipa arrabali,0,0
Pipa aspera,0,0
Pipa carvalhoi,1,11
Pipa myersi,0,0
Pipa parva,1,6
Pipa pipa,1,12
Pipa snethlageae,0,0
Pseudhymenochirus merlini,1,10
Xenopus amieti,1,2
Xenopus andrei,1,3
Xenopus borealis,1,7
Xenopus boumbaensis,1,3
Xenopus clivii,1,3
Xenopus epitropicalis,1,5
Xenopus fraseri,1,1
Xenopus gilli,1,6
Xenopus itombwensis,1,1
Xenopus laevis,1,10
Xenopus largeni,1,3
Xenopus lenduensis,1,3
Xenopus longipes,1,2
Xenopus muelleri,1,5
Xenopus petersii,1,2
Xenopus pygmaeus,1,3
Xenopus ruwenzoriensis,1,3
Xenopus tropicalis,1,9
Xenopus vestitus,1,2
Xenopus victorianus,1,5
Xenopus wittei,1,3
Hildebrandtia macrotympanum,0,0
Hildebrandtia ornata,1,2
Hildebrandtia ornatissima,0,0
Lanzarana largeni,0,0
Ptychadena aequiplicata,1,1
Ptychadena anchietae,1,5
Ptychadena ansorgii,0,0
Ptychadena arnei,0,0
Ptychadena bibroni,1,1
Ptychadena broadleyi,0,0
Ptychadena bunoderma,0,0
Ptychadena christyi,1,1
Ptychadena chrysogaster,0,0
Ptychadena cooperi,1,6
Ptychadena erlangeri,1,4
Ptychadena filwoha,0,0
Ptychadena gansi,0,0
Ptychadena grandisonae,0,0
Ptychadena guibei,0,0
Ptychadena harenna,0,0
Ptychadena ingeri,0,0
Ptychadena keilingi,0,0
Ptychadena longirostris,1,1
Ptychadena mahnerti,1,1
Ptychadena mapacha,0,0
Ptychadena mascareniensis,1,12
Ptychadena mossambica,0,0
Ptychadena nana,1,4
Ptychadena neumanni,0,0
Ptychadena newtoni,1,3
Ptychadena nilotica,1,2
Ptychadena obscura,0,0
Ptychadena oxyrhynchus,1,3
Ptychadena perplicata,0,0
Ptychadena perreti,1,1
Ptychadena porosissima,1,2
Ptychadena pujoli,0,0
Ptychadena pumilio,1,2
Ptychadena retropunctata,0,0
Ptychadena schillukorum,0,0
Ptychadena stenocephala,0,0
Ptychadena straeleni,0,0
Ptychadena submascareniensis,0,0
Ptychadena subpunctata,1,2
Ptychadena superciliaris,0,0
Ptychadena taenioscelis,1,1
Ptychadena tellinii,1,1
Ptychadena tournieri,0,0
Ptychadena trinodis,0,0
Ptychadena upembae,0,0
Ptychadena uzungwensis,1,2
Ptychadena wadei,0,0
Amietia amieti,0,0
Amietia angolensis,1,8
Amietia desaegeri,0,0
Amietia fuscigula,1,7
Amietia inyangae,0,0
Amietia johnstoni,0,0
Amietia lubrica,0,0
Amietia poyntoni,1,1
Amietia quecketti,1,1
Amietia ruwenzorica,1,1
Amietia tenuoplicata,0,0
Amietia umbraculata,1,2
Amietia vandijki,1,2
Amietia vertebralis,1,6
Amietia viridireticulata,0,0
Amietia wittei,0,0
Anhydrophryne hewitti,0,0
Anhydrophryne ngongoniensis,0,0
Anhydrophryne rattrayi,1,4
Arthroleptella bicolor,1,6
Arthroleptella drewesii,1,2
Arthroleptella landdrosia,1,2
Arthroleptella lightfooti,1,4
Arthroleptella rugosa,1,1
Arthroleptella subvoce,1,2
Arthroleptella villiersi,1,5
Cacosternum aggestum,1,2
Cacosternum australis,1,2
Cacosternum boettgeri,1,11
Cacosternum capense,1,3
Cacosternum karooicum,1,2
Cacosternum kinangopensis,1,2
Cacosternum leleupi,1,2
Cacosternum namaquense,1,3
Cacosternum nanogularum,1,2
Cacosternum nanum,1,3
Cacosternum parvum,1,3
Cacosternum platys,1,7
Cacosternum plimptoni,1,1
Cacosternum poyntoni,0,0
Cacosternum rhythmum,1,2
Cacosternum striatum,1,2
Microbatrachella capensis,1,5
Natalobatrachus bonebergi,1,5
Nothophryne broadleyi,0,0
Poyntonia paludicola,1,5
Strongylopus bonaespei,1,5
Strongylopus fasciatus,1,5
Strongylopus fuelleborni,1,1
Strongylopus grayii,1,6
Strongylopus hymenopus,0,0
Strongylopus kilimanjaro,0,0
Strongylopus kitumbeine,0,0
Strongylopus merumontanus,0,0
Strongylopus rhodesianus,0,0
Strongylopus springbokensis,0,0
Strongylopus wageri,1,2
Tomopterna cryptotis,1,5
Tomopterna damarensis,1,1
Tomopterna delalandii,1,7
Tomopterna elegans,1,2
Tomopterna gallmanni,1,1
Tomopterna kachowskii,1,2
Tomopterna krugerensis,1,2
Tomopterna luganga,1,2
Tomopterna marmorata,1,3
Tomopterna milletihorsini,0,0
Tomopterna monticola,0,0
Tomopterna natalensis,1,5
Tomopterna tandyi,1,2
Tomopterna tuberculosa,1,4
Tomopterna wambensis,1,1
Aubria masako,0,0
Aubria occidentalis,0,0
Aubria subsigillata,1,6
Pyxicephalus adspersus,1,5
Pyxicephalus angusticeps,0,0
Pyxicephalus edulis,1,9
Pyxicephalus obbianus,0,0
Amolops afghanus,0,0
Amolops akhaorum,1,4
Amolops aniqiaoensis,0,0
Amolops archotaphus,1,4
Amolops assamensis,0,0
Amolops bellulus,1,5
Amolops caelumnoctis,0,0
Amolops chakrataensis,0,0
Amolops chunganensis,1,2
Amolops compotrix,1,4
Amolops cremnobatus,1,5
Amolops cucae,1,4
Amolops daiyunensis,1,2
Amolops daorum,1,5
Amolops formosus,0,0
Amolops gerbillus,0,0
Amolops granulosus,1,2
Amolops hainanensis,1,3
Amolops himalayanus,0,0
Amolops hongkongensis,1,4
Amolops indoburmanensis,1,1
Amolops iriodes,1,4
Amolops jaunsari,0,0
Amolops jinjiangensis,1,2
Amolops kangtingensis,1,2
Amolops kaulbacki,0,0
Amolops kohimaensis,0,0
Amolops larutensis,1,6
Amolops liangshanensis,1,2
Amolops lifanensis,1,4
Amolops loloensis,1,4
Amolops longimanus,0,0
Amolops mantzorum,1,6
Amolops marmoratus,1,6
Amolops medogensis,0,0
Amolops mengyangensis,0,0
Amolops minutus,0,0
Amolops monticola,0,0
Amolops nidorbellus,0,0
Amolops panhai,1,2
Amolops ricketti,1,6
Amolops spinapectoralis,1,5
Amolops splendissimus,0,0
Amolops torrentis,1,2
Amolops tuberodepressus,1,4
Amolops viridimaculatus,1,2
Amolops vitreus,1,4
Amolops wuyiensis,1,2
Babina adenopleura,1,9
Babina caldwelli,0,0
Babina chapaensis,1,7
Babina daunchina,1,3
Babina hainanensis,0,0
Babina holsti,1,9
Babina lini,1,3
Babina okinavana,1,5
Babina pleuraden,1,5
Babina subaspera,1,5
Clinotarsus alticola,1,4
Clinotarsus curtipes,1,6
Glandirana minima,1,4
Huia cavitympanum,1,5
Huia masonii,1,5
Huia melasma,1,2
Huia modiglianii,0,0
Huia sumatrana,1,4
Hylarana albolabris,1,6
Hylarana amnicola,0,0
Hylarana arfaki,1,6
Hylarana asperrima,0,0
Hylarana attigua,1,1
Hylarana aurantiaca,1,2
Hylarana aurata,0,0
Hylarana banjarana,1,4
Hylarana baramica,1,4
Hylarana celebensis,0,0
Hylarana chalconota,1,7
Hylarana chitwanensis,0,0
Hylarana crassiovis,0,0
Hylarana cubitalis,1,4
Hylarana daemeli,1,6
Hylarana darlingi,0,0
Hylarana debussyi,0,0
Hylarana elberti,0,0
Hylarana erythraea,1,6
Hylarana eschatia,1,1
Hylarana faber,1,2
Hylarana florensis,0,0
Hylarana fonensis,0,0
Hylarana galamensis,1,5
Hylarana garoensis,0,0
Hylarana garritor,0,0
Hylarana glandulosa,1,4
Hylarana gracilis,1,4
Hylarana grandocula,1,4
Hylarana grisea,0,0
Hylarana guentheri,1,6
Hylarana hekouensis,0,0
Hylarana humeralis,0,0
Hylarana jimiensis,1,1
Hylarana kampeni,0,0
Hylarana kreffti,0,0
Hylarana labialis,1,1
Hylarana lateralis,1,4
Hylarana laterimaculata,1,2
Hylarana latouchii,1,3
Hylarana lemairei,0,0
Hylarana leptoglossa,1,1
Hylarana lepus,1,4
Hylarana longipes,0,0
Hylarana luctuosa,1,2
Hylarana macrodactyla,1,4
Hylarana macrops,1,2
Hylarana malabarica,1,2
Hylarana mangyanum,1,4
Hylarana maosonensis,1,7
Hylarana margariana,0,0
Hylarana megalonesa,1,2
Hylarana melanomenta,1,4
Hylarana menglaensis,0,0
Hylarana milleti,1,2
Hylarana milneana,0,0
Hylarana miopus,1,2
Hylarana mocquardii,1,3
Hylarana moellendorffi,1,4
Hylarana moluccana,0,0
Hylarana montivaga,0,0
Hylarana mortenseni,0,0
Hylarana nicobariensis,1,5
Hylarana nigrovittata,1,7
Hylarana novaeguineae,0,0
Hylarana oatesii,0,0
Hylarana occidentalis,0,0
Hylarana papua,1,2
Hylarana parkeriana,0,0
Hylarana parvacola,1,1
Hylarana persimilis,0,0
Hylarana picturata,1,4
Hylarana raniceps,1,1
Hylarana rawa,1,2
Hylarana rufipes,1,1
Hylarana scutigera,0,0
Hylarana siberu,1,3
Hylarana signata,1,6
Hylarana similis,1,4
Hylarana spinulosa,1,4
Hylarana supragrisea,0,0
Hylarana taipehensis,1,5
Hylarana temporalis,1,6
Hylarana tytleri,0,0
Hylarana volkerjane,0,0
Hylarana waliesa,0,0
Meristogenys amoropalamus,1,8
Meristogenys dyscritus,1,8
Meristogenys jerboa,1,10
Meristogenys kinabaluensis,1,12
Meristogenys macrophthalmus,0,0
Meristogenys maryatiae,1,8
Meristogenys orphnocnemis,1,13
Meristogenys phaeomerus,1,1
Meristogenys poecilus,1,11
Meristogenys stenocephalus,1,8
Meristogenys stigmachilus,1,8
Meristogenys whiteheadi,1,11
Odorrana absita,1,4
Odorrana amamiensis,1,3
Odorrana andersonii,1,4
Odorrana anlungensis,1,2
Odorrana aureola,1,2
Odorrana bacboensis,1,5
Odorrana banaorum,1,3
Odorrana bolavensis,0,0
Odorrana chapaensis,1,8
Odorrana chloronota,1,7
Odorrana exiliversabilis,1,2
Odorrana geminata,1,2
Odorrana gigatympana,0,0
Odorrana grahami,1,8
Odorrana graminea,1,2
Odorrana hainanensis,1,2
Odorrana heatwolei,0,0
Odorrana hejiangensis,1,4
Odorrana hmongorum,1,4
Odorrana hosii,1,5
Odorrana huanggangensis,1,2
Odorrana indeprensa,0,0
Odorrana ishikawae,1,5
Odorrana jingdongensis,1,2
Odorrana junlianensis,1,3
Odorrana khalam,1,2
Odorrana kuangwuensis,1,2
Odorrana leporipes,1,2
Odorrana livida,1,6
Odorrana lungshengensis,1,2
Odorrana macrotympana,0,0
Odorrana margaretae,1,6
Odorrana mawphlangensis,0,0
Odorrana monjerai,0,0
Odorrana morafkai,1,5
Odorrana nanjiangensis,1,2
Odorrana narina,1,3
Odorrana nasica,1,7
Odorrana nasuta,1,2
Odorrana orba,0,0
Odorrana rotadora,0,0
Odorrana schmackeri,1,4
Odorrana sinica,0,0
Odorrana splendida,0,0
Odorrana supranarina,1,2
Odorrana swinhoana,1,2
Odorrana tianmuii,1,2
Odorrana tiannanensis,1,2
Odorrana tormota,1,7
Odorrana trankieni,0,0
Odorrana utsunomiyaorum,1,2
Odorrana versabilis,1,4
Odorrana wuchuanensis,1,2
Odorrana yentuensis,0,0
Odorrana yizhangensis,1,2
Odorrana zhaoi,0,0
Pelophylax bedriagae,1,5
Pelophylax bergeri,1,5
Pelophylax caralitanus,1,3
Pelophylax cerigensis,1,3
Pelophylax chosenicus,1,5
Pelophylax cretensis,1,5
Pelophylax cypriensis,0,0
Pelophylax demarchii,0,0
Pelophylax epeiroticus,1,5
Pelophylax esculentus,1,5
Pelophylax fukienensis,1,4
Pelophylax grafi,0,0
Pelophylax hispanicus,0,0
Pelophylax hubeiensis,1,2
Pelophylax kurtmuelleri,1,3
Pelophylax lessonae,1,7
Pelophylax nigromaculatus,1,13
Pelophylax perezi,1,5
Pelophylax plancyi,1,6
Pelophylax porosus,1,2
Pelophylax ridibundus,1,5
Pelophylax saharicus,1,5
Pelophylax shqipericus,1,3
Pelophylax tenggerensis,0,0
Pelophylax terentievi,0,0
Pterorana khare,0,0
Rana amurensis,1,8
Rana areolata,1,4
Rana arvalis,1,6
Rana asiatica,1,3
Rana aurora,1,10
Rana berlandieri,1,5
Rana blairi,1,4
Rana boylii,1,7
Rana brownorum,1,1
Rana bwana,1,2
Rana cangyuanensis,0,0
Rana capito,1,5
Rana cascadae,1,5
Rana catesbeiana,1,15
Rana chaochiaoensis,1,7
Rana chensinensis,1,9
Rana chevronta,0,0
Rana chichicuahutla,0,0
Rana chiricahuensis,1,5
Rana clamitans,1,9
Rana coreana,1,2
Rana culaiensis,1,1
Rana dalmatina,1,9
Rana draytonii,1,1
Rana dunni,1,2
Rana dybowskii,1,6
Rana fisheri,1,2
Rana forreri,1,6
Rana graeca,1,3
Rana grylio,1,7
Rana hanluica,1,2
Rana heckscheri,1,8
Rana huanrensis,1,7
Rana iberica,1,4
Rana italica,1,4
Rana japonica,1,14
Rana jiemuxiensis,0,0
Rana johni,0,0
Rana johnsi,1,9
Rana juliani,1,2
Rana kobai,1,2
Rana kukunoris,1,8
Rana kunyuensis,1,5
Rana latastei,1,4
Rana lemosespinali,0,0
Rana longicrus,1,3
Rana luteiventris,1,5
Rana macrocnemis,1,5
Rana macroglossa,1,2
Rana maculata,1,6
Rana magnaocularis,1,3
Rana maoershanensis,1,1
Rana megapoda,0,0
Rana miadis,0,0
Rana montezumae,1,2
Rana muscosa,1,9
Rana neovolcanica,1,2
Rana okaloosae,1,4
Rana omeimontis,1,3
Rana omiltemana,1,2
Rana onca,1,3
Rana ornativentris,1,3
Rana palmipes,1,7
Rana palustris,1,8
Rana pipiens,1,11
Rana pirica,1,3
Rana pretiosa,1,3
Rana pseudodalmatina,1,2
Rana psilonota,1,2
Rana pueblae,0,0
Rana pustulosa,1,2
Rana pyrenaica,1,4
Rana sakuraii,1,2
Rana sangzhiensis,0,0
Rana sauteri,1,6
Rana septentrionalis,1,4
Rana sevosa,1,2
Rana shuchinae,1,4
Rana sierrae,1,2
Rana sierramadrensis,1,2
Rana spectabilis,1,2
Rana sphenocephala,1,9
Rana sylvatica,1,10
Rana tagoi,1,3
Rana tarahumarae,1,5
Rana tavasensis,1,2
Rana taylori,1,2
Rana temporaria,1,14
Rana tlaloci,1,2
Rana tsushimensis,1,3
Rana ulma,1,2
Rana vaillanti,1,2
Rana vibicaria,1,2
Rana virgatipes,1,4
Rana warszewitschii,1,8
Rana weiningensis,1,4
Rana yavapaiensis,1,6
Rana zhengi,1,4
Rana zhenhaiensis,1,5
Rana zweifeli,1,2
Rugosa emelianjovi,1,4
Rugosa rugosa,1,3
Rugosa susurra,0,0
Rugosa tiantaiensis,1,4
Sanguirana albotuberculata,0,0
Sanguirana aurantipunctata,0,0
Sanguirana everetti,0,0
Sanguirana igorota,1,2
Sanguirana luzonensis,1,5
Sanguirana sanguinea,1,5
Sanguirana tipanan,0,0
Sanguirana varians,0,0
Staurois guttatus,1,1
Staurois latopalmatus,1,12
Staurois natator,1,6
Staurois nubilus,0,0
Staurois parvus,1,3
Staurois tuberilinguis,1,8
Indirana beddomii,1,3
Indirana brachytarsus,1,4
Indirana diplosticta,1,3
Indirana gundia,0,0
Indirana leithii,1,4
Indirana leptodactyla,1,4
Indirana longicrus,0,0
Indirana phrynoderma,0,0
Indirana semipalmata,1,4
Indirana tenuilingua,0,0
Buergeria buergeri,1,14
Buergeria japonica,1,7
Buergeria oxycephala,1,8
Buergeria pollicaris,0,0
Buergeria robusta,1,3
Beddomixalus bijui,1,4
Chiromantis cherrapunjiae,0,0
Chiromantis doriae,1,10
Chiromantis dudhwaensis,0,0
Chiromantis hansenae,1,2
Chiromantis inexpectatus,1,2
Chiromantis kelleri,0,0
Chiromantis nongkhorensis,1,6
Chiromantis petersii,1,3
Chiromantis punctatus,0,0
Chiromantis rufescens,1,7
Chiromantis samkosensis,0,0
Chiromantis senapatiensis,0,0
Chiromantis shyamrupus,0,0
Chiromantis simus,0,0
Chiromantis vittatus,1,10
Chiromantis xerampelina,1,5
Dendrobatorana dorsalis,0,0
Feihyla fuhua,0,0
Feihyla kajau,1,5
Feihyla palpebralis,1,7
Ghatixalus asterops,1,2
Ghatixalus variabilis,1,3
Gracilixalus carinensis,1,3
Gracixalus ananjevae,1,1
Gracixalus gracilipes,1,7
Gracixalus guyeti,1,1
Gracixalus jinxiuensis,1,6
Gracixalus medogensis,0,0
Gracixalus nonggangensis,1,1
Gracixalus quangi,1,1
Gracixalus supercornutus,1,1
Gracixalus waza,1,1
Kurixalus appendiculatus,1,6
Kurixalus baliogaster,0,0
Kurixalus banaensis,1,6
Kurixalus bisacculus,1,3
Kurixalus eiffingeri,1,5
Kurixalus idiootocus,1,9
Kurixalus naso,0,0
Kurixalus odontotarsus,1,7
Kurixalus verrucosus,1,3
Liuixalus hainanus,1,6
Liuixalus ocellatus,1,6
Liuixalus romeri,1,7
Mercurana myristicapalustris,1,4
Nyctixalus margaritifer,1,2
Nyctixalus pictus,1,10
Nyctixalus spinosus,1,4
Philautus abditus,1,8
Philautus acutirostris,1,2
Philautus acutus,1,5
Philautus amoenus,1,5
Philautus aurantium,1,8
Philautus aurifasciatus,1,6
Philautus bunitus,1,5
Philautus cardamonus,0,0
Philautus cinerascens,0,0
Philautus cornutus,0,0
Philautus davidlabangi,1,5
Philautus disgregus,1,7
Philautus dubius,0,0
Philautus erythrophthalmus,0,0
Philautus everetti,1,2
Philautus garo,0,0
Philautus gunungensis,0,0
Philautus hosii,1,5
Philautus ingeri,1,8
Philautus jacobsoni,0,0
Philautus jerdonii,0,0
Philautus juliandringi,1,5
Philautus kakipanjang,1,1
Philautus kempiae,0,0
Philautus kempii,0,0
Philautus kerangae,1,5
Philautus leitensis,0,0
Philautus longicrus,0,0
Philautus macroscelis,1,5
Philautus maosonensis,0,0
Philautus microdiscus,0,0
Philautus mjobergi,1,8
Philautus namdaphaensis,0,0
Philautus nianeae,0,0
Philautus pallidipes,0,0
Philautus petersi,1,5
Philautus petilus,0,0
Philautus poecilius,0,0
Philautus refugii,1,5
Philautus sanctisilvaticus,0,0
Philautus saueri,0,0
Philautus schmackeri,0,0
Philautus similipalensis,0,0
Philautus similis,0,0
Philautus surdus,1,2
Philautus surrufus,0,0
Philautus tectus,1,5
Philautus tytthus,0,0
Philautus umbra,1,5
Philautus vermiculatus,0,0
Philautus vittiger,0,0
Philautus worcesteri,1,6
Polypedates assamensis,0,0
Polypedates braueri,1,9
Polypedates chlorophthalmus,0,0
Polypedates colletti,1,10
Polypedates cruciger,1,10
Polypedates discantus,1,1
Polypedates hecticus,0,0
Polypedates hui,0,0
Polypedates impresus,1,2
Polypedates insularis,0,0
Polypedates iskandari,0,0
Polypedates leucomystax,1,13
Polypedates macrotis,1,10
Polypedates maculatus,1,11
Polypedates megacephalus,1,12
Polypedates mutus,1,6
Polypedates occidentalis,0,0
Polypedates otilophus,1,10
Polypedates pseudocruciger,1,3
Polypedates ranwellai,0,0
Polypedates subansiriensis,0,0
Polypedates taeniatus,0,0
Polypedates teraiensis,1,1
Polypedates yaoshanensis,0,0
Polypedates zed,0,0
Pseudophilautus abundus,0,0
