Name,Genes,Length
Furcifer pardalis,8,5803
Furcifer petteri,7,5507
Furcifer polleni,8,6120
Furcifer rhinoceratus,7,5533
Furcifer timoni,8,6316
Furcifer tuzetae,0,0
Furcifer verrucosus,8,5747
Furcifer viridis,4,2316
Furcifer willsii,7,4865
Kinyongia adolfifriderici,7,4994
Kinyongia asheorum,0,0
Kinyongia boehmei,9,4963
Kinyongia carpenteri,6,3961
Kinyongia excubitor,6,3342
Kinyongia fischeri,11,9824
Kinyongia gyrolepis,3,2061
Kinyongia magomberae,6,3652
Kinyongia matschiei,6,3785
Kinyongia multituberculata,7,3811
Kinyongia oxyrhina,7,4401
Kinyongia tavetana,8,4765
Kinyongia tenuis,8,4482
Kinyongia uluguruensis,8,4384
Kinyongia uthmoelleri,6,3692
Kinyongia vanheygeni,0,0
Kinyongia vosseleri,8,4498
Kinyongia xenorhina,7,4469
Nadzikambia baylissi,3,2029
Nadzikambia mlanjensis,7,4541
Rhampholeon acuminatus,2,919
Rhampholeon beraduccii,2,914
Rhampholeon boulengeri,4,4248
Rhampholeon bruessoworum,0,0
Rhampholeon chapmanorum,6,6036
Rhampholeon gorongosae,5,5100
Rhampholeon marshalli,6,6155
Rhampholeon maspictus,0,0
Rhampholeon moyeri,8,7518
Rhampholeon nchisiensis,7,6618
Rhampholeon nebulauctor,0,0
Rhampholeon platyceps,8,7279
Rhampholeon spectrum,9,7392
Rhampholeon spinosus,6,3683
Rhampholeon temporalis,7,6596
Rhampholeon tilburyi,0,0
Rhampholeon uluguruensis,4,2420
Rhampholeon viridis,7,4390
Rieppeleon brachyurus,5,4653
Rieppeleon brevicaudatus,9,7437
Rieppeleon kerstenii,10,12110
Trioceros affinis,8,4811
Trioceros balebicornutus,7,4302
Trioceros bitaeniatus,6,3579
Trioceros camerunensis,2,952
Trioceros chapini,0,0
Trioceros conirostratus,2,1503
Trioceros cristatus,7,3971
Trioceros deremensis,8,4654
Trioceros eisentrauti,2,951
Trioceros ellioti,8,4835
Trioceros feae,8,5693
Trioceros fuelleborni,7,4299
Trioceros goetzei,6,3939
Trioceros hanangensis,1,448
Trioceros harennae,8,4418
Trioceros hoehnelii,8,5063
Trioceros incornutus,3,1971
Trioceros ituriensis,1,444
Trioceros jacksonii,10,6915
Trioceros johnstoni,8,4730
Trioceros kinangopensis,2,1441
Trioceros kinetensis,0,0
Trioceros laterispinis,6,3659
Trioceros marsabitensis,0,0
Trioceros melleri,10,9321
Trioceros montium,6,3158
Trioceros narraioca,5,2374
Trioceros ntunte,0,0
Trioceros nyirit,2,1519
Trioceros oweni,7,4033
Trioceros perreti,2,954
Trioceros pfefferi,4,1857
Trioceros quadricornis,7,4937
Trioceros rudis,8,6669
Trioceros schoutedeni,0,0
Trioceros schubotzi,6,4099
Trioceros serratus,2,952
Trioceros sternfeldi,8,5182
Trioceros tempeli,6,4176
Trioceros werneri,8,4795
Trioceros wiedersheimi,6,3495
Chamaesaura aenea,4,2636
Chamaesaura anguina,4,2736
Chamaesaura macrolepis,0,0
Chamaesaura miopropus,0,0
Chamaesaura tenuior,3,1606
Cordylus angolensis,0,0
Cordylus aridus,4,2609
Cordylus beraduccii,3,1441
Cordylus cloetei,0,0
Cordylus cordylus,5,3166
Cordylus imkeae,4,2643
Cordylus jonesii,4,2794
Cordylus machadoi,4,2656
Cordylus macropholis,4,2385
Cordylus marunguensis,3,1436
Cordylus mclachlani,4,2803
Cordylus meculae,3,1672
Cordylus minor,4,2802
Cordylus niger,4,2807
Cordylus nyikae,0,0
Cordylus oelofseni,4,2763
Cordylus rhodesianus,4,2790
Cordylus rivae,3,1342
Cordylus tropidosternum,5,2944
Cordylus ukingensis,3,1763
Cordylus vittifer,4,2810
Hemicordylus capensis,5,3178
Hemicordylus nebulosus,4,2805
Karusasaurus jordani,4,2803
Karusasaurus polyzonus,6,5740
Namazonurus campbelli,4,2381
Namazonurus lawrenci,3,1871
Namazonurus namaquensis,9,6045
Namazonurus peersi,4,2342
Namazonurus pustulatus,4,2609
Ninurta coeruleopunctatus,4,2786
Ouroborus cataphractus,5,3562
Pseudocordylus langi,4,2805
Pseudocordylus melanotus,4,2812
Pseudocordylus microlepidotus,6,3802
Pseudocordylus spinosus,4,2802
Pseudocordylus subviridis,4,2814
Pseudocordylus transvaalensis,4,2815
Smaug barbertonensis,0,0
Smaug breyeri,4,2785
Smaug depressus,0,0
Smaug mossambicus,11,7695
Smaug regius,4,2798
Smaug vandami,4,2805
Smaug warreni,9,8043
Smaug giganteus,7,4617
Platysaurus broadleyi,4,2895
Platysaurus capensis,6,3556
Platysaurus guttatus,0,0
Platysaurus imperator,0,0
Platysaurus intermedius,4,2496
Platysaurus lebomboensis,0,0
Platysaurus maculatus,0,0
Platysaurus minor,4,2911
Platysaurus mitchelli,4,2914
Platysaurus monotropis,2,699
Platysaurus ocellatus,0,0
Platysaurus orientalis,0,0
Platysaurus pungweensis,9,6052
Platysaurus relictus,0,0
Platysaurus torquatus,0,0
Basiliscus basiliscus,7,4958
Basiliscus galeritus,3,3930
Basiliscus plumifrons,7,6189
Basiliscus vittatus,7,7300
Corytophanes cristatus,8,4887
Corytophanes hernandesii,0,0
Corytophanes percarinatus,2,1092
Laemanctus longipes,2,1092
Laemanctus serratus,0,0
Crotaphytus antiquus,2,1434
Gambelia copeii,3,1506
Gambelia sila,2,1434
Gambelia wislizenii,14,13573
Crotaphytus bicinctores,2,1434
Crotaphytus collaris,12,8493
Crotaphytus dickersonae,2,1434
Crotaphytus grismeri,2,1434
Crotaphytus insularis,2,1434
Crotaphytus nebrius,2,1434
Crotaphytus reticulatus,2,1434
Crotaphytus vestigium,2,1434
Anolis alayoni,1,1020
Anolis alfaroi,1,1020
Anolis allisoni,1,1020
Anolis altitudinalis,1,1020
Anolis alutaceus,2,1448
Anolis anfiloquioi,0,0
Anolis angusticeps,2,1974
Anolis argenteolus,1,1020
Anolis argillaceus,2,1451
Anolis brunneus,1,1020
Anolis carolinensis,14,15096
Anolis centralis,1,1020
Anolis clivicola,1,1017
Anolis cupeyalensis,1,1017
Anolis cyanopleurus,1,1017
Anolis fairchildi,0,0
Anolis fugitivus,0,0
Anolis garridoi,1,1020
Anolis guazuma,1,1020
Anolis incredulus,0,0
Anolis inexpectatus,1,1020
Anolis isolepis,1,1020
Anolis juangundlachi,0,0
Anolis litoralis,0,0
Anolis longiceps,1,1020
Anolis loysiana,1,1020
Anolis lucius,4,4840
Anolis macilentus,1,1020
Anolis maynardi,1,1020
Anolis oporinus,1,1020
Anolis paternus,3,3927
Anolis placidus,1,1020
Anolis porcatus,2,1451
Anolis pumilus,1,1017
Anolis rejectus,1,1017
Anolis ruibali,0,0
Anolis sheplani,1,1020
Anolis smaragdinus,3,4407
Anolis spectrum,0,0
Anolis terueli,0,0
Anolis toldo,0,0
Anolis vanidicus,1,1020
Anolis vescus,0,0
Anolis armouri,2,1275
Anolis breslini,0,0
Anolis cybotes,7,7298
Anolis haetianus,2,1278
Anolis longitibialis,2,1278
Anolis marcanoi,4,4665
Anolis shrevei,2,1275
Anolis strahmi,2,1275
Anolis whitemani,2,1278
Anolis alumina,1,1020
Anolis barbouri,2,1449
Anolis etheridgei,1,1020
Anolis fowleri,1,1020
Anolis insolitus,1,1020
Anolis olssoni,1,1020
Anolis semilineatus,2,1449
Anolis acutus,7,3886
Anolis altavelensis,0,0
Anolis bimaculatus,5,5481
Anolis brevirostris,3,1906
Anolis caudalis,1,1020
Anolis chrysops,1,642
Anolis cooki,7,4276
Anolis cristatellus,9,4386
Anolis desechensis,7,3901
Anolis desiradei,1,642
Anolis distichus,8,3748
Anolis ernestwilliamsi,7,3883
Anolis evermanni,7,3900
Anolis ferreus,3,2142
Anolis forresti,0,0
Anolis gingivinus,4,2473
Anolis gundlachi,7,4278
Anolis kahouannensis,0,0
Anolis krugi,7,4271
Anolis leachii,3,2142
Anolis lividus,3,2142
Anolis marmoratus,3,2019
Anolis marron,1,1020
Anolis monensis,7,3901
Anolis nubilus,3,2013
Anolis oculatus,3,2142
Anolis pogus,6,3561
Anolis poncensis,7,4277
Anolis pulchellus,6,3974
Anolis sabanus,3,2142
Anolis schwartzi,3,2142
Anolis scriptus,7,3872
Anolis stratulus,6,3583
Anolis terraealtae,2,1122
Anolis wattsi,4,2473
Anolis websteri,1,1020
Anolis aeneus,4,5316
Anolis aequatorialis,3,4413
Anolis agassizi,3,4329
Anolis anatoloros,3,4404
Anolis anchicayae,0,0
Anolis anoriensis,3,4410
Anolis antioquiae,0,0
Anolis apollinaris,0,0
Anolis bellipeniculus,0,0
Anolis blanquillanus,0,0
Anolis boettgeri,0,0
Anolis bonairensis,1,957
Anolis calimae,3,4410
Anolis caquetae,0,0
Anolis carlostoddi,0,0
Anolis casildae,4,4947
Anolis chloris,3,4395
Anolis chocorum,3,4410
Anolis cuscoensis,0,0
Anolis danieli,3,4410
Anolis deltae,0,0
Anolis dissimilis,2,2037
Anolis eulaemus,0,0
Anolis euskalerriari,3,4407
Anolis extremus,4,5319
Anolis fasciatus,0,0
Anolis festae,3,4380
Anolis fitchi,3,4398
Anolis fraseri,3,4410
Anolis frenatus,4,4946
Anolis gemmosus,3,4410
Anolis ginaelisae,1,535
Anolis gorgonae,0,0
Anolis griseus,5,5828
Anolis heterodermus,3,4407
Anolis huilae,3,4410
Anolis ibanezi,1,535
Anolis inderenae,3,4398
Anolis insignis,3,2197
Anolis jacare,4,5370
Anolis kunayalae,1,537
Anolis laevis,0,0
Anolis lamari,0,0
Anolis latifrons,0,0
Anolis limon,0,0
Anolis luciae,4,5349
Anolis maculigula,3,4410
Anolis megalopithecus,0,0
Anolis menta,0,0
Anolis microtus,2,1557
Anolis mirus,0,0
Anolis nasofrontalis,0,0
Anolis neblininus,3,4410
Anolis nicefori,1,1020
Anolis nigrolineatus,0,0
Anolis orcesi,0,0
Anolis otongae,3,2427
Anolis paravertebralis,0,0
Anolis parilis,0,0
Anolis peraccae,3,4395
Anolis philopunctatus,2,2037
Anolis phyllorhinus,2,2037
Anolis podocarpus,2,1659
Anolis poei,3,2455
Anolis princeps,3,4410
Anolis proboscis,0,0
Anolis propinquus,0,0
Anolis pseudotigrinus,0,0
Anolis punctatus,4,4449
Anolis purpurescens,0,0
Anolis richardii,4,5367
Anolis roquet,5,6347
Anolis ruizii,0,0
Anolis santamartae,0,0
Anolis soinii,0,0
Anolis solitarius,0,0
Anolis squamulatus,0,0
Anolis tetarii,0,0
Anolis tigrinus,3,4380
Anolis transversalis,3,4410
Anolis trinitatis,4,5352
Anolis umbrivagus,0,0
Anolis vanzolinii,2,1638
Anolis vaupesianus,0,0
Anolis ventrimaculatus,3,4410
Anolis williamsmittermeierorum,0,0
Anolis aliniger,2,2088
Anolis bahorucoensis,2,2088
Anolis baracoae,1,1020
Anolis bartschi,1,1020
Anolis chlorocyanus,2,2088
Anolis coelestinus,2,2088
Anolis darlingtoni,2,1451
Anolis dolichocephalus,1,1020
Anolis equestris,3,4143
Anolis hendersoni,2,1452
Anolis koopmani,1,1005
Anolis luteogularis,1,1020
Anolis monticola,2,1932
Anolis noblei,1,1020
Anolis occultus,4,4786
Anolis pigmaequestris,0,0
Anolis rimarum,0,0
Anolis rupinae,0,0
Anolis singularis,1,1020
Anolis smallwoodi,2,1453
Anolis vermiculatus,1,1020
Anolis ahli,2,1974
Anolis allogus,2,1974
Anolis altae,2,1549
Anolis alvarezdeltoroi,0,0
Anolis amplisquamosus,0,0
Anolis anisolepis,0,0
Anolis annectens,1,1020
Anolis antonii,0,0
Anolis apletophallus,0,0
Anolis aquaticus,1,1020
Anolis auratus,1,1020
Anolis barkeri,0,0
Anolis beckeri,0,0
Anolis benedikti,1,532
Anolis bicaorum,1,1020
Anolis binotatus,0,0
Anolis biporcatus,1,1020
Anolis birama,0,0
Anolis bitectus,1,1020
Anolis bombiceps,1,1020
Anolis boulengerianus,3,2213
Anolis brasiliensis,1,1020
Anolis bremeri,2,1974
Anolis campbelli,0,0
Anolis capito,1,1020
Anolis carlliebi,2,1201
Anolis carpenteri,1,1020
Anolis charlesmyersi,0,0
Anolis chrysolepis,4,3036
Anolis cobanensis,0,0
Anolis compressicauda,0,0
Anolis concolor,0,0
Anolis confusus,2,1974
Anolis conspersus,1,1020
Anolis crassulus,1,1020
Anolis cristifer,0,0
Anolis cryptolimifrons,0,0
Anolis cupreus,4,4949
Anolis cuprinus,0,0
Anolis cusuco,5,3108
Anolis cymbops,0,0
Anolis damulus,0,0
Anolis datzorum,0,0
Anolis delafuentei,0,0
Anolis dollfusianus,0,0
Anolis duellmani,0,0
Anolis dunni,2,1192
Anolis eewi,0,0
Anolis fortunensis,1,540
Anolis fungosus,0,0
Anolis fuscoauratus,3,2367
Anolis gadovii,2,1147
Anolis gaigei,1,553
Anolis garmani,1,1020
Anolis gibbiceps,0,0
Anolis gracilipes,0,0
Anolis grahami,3,1522
Anolis granuliceps,0,0
Anolis gruuo,1,542
Anolis guafe,2,1896
Anolis haguei,0,0
Anolis hobartsmithi,0,0
Anolis homolechis,2,1974
Anolis humilis,2,1549
Anolis ibague,0,0
Anolis imias,2,1974
Anolis immaculogularis,2,1175
Anolis impetigosus,0,0
Anolis intermedius,1,1020
Anolis johnmeyeri,0,0
Anolis jubar,2,1974
Anolis kemptoni,2,1561
Anolis kreutzi,0,0
Anolis laeviventris,1,1020
Anolis lemniscatus,0,0
Anolis lemurinus,1,1020
Anolis limifrons,2,1449
Anolis lineatopus,1,1020
Anolis lineatus,2,1986
Anolis liogaster,2,1146
Anolis lionotus,1,1020
Anolis loveridgei,1,1020
Anolis luteosignifer,0,0
Anolis lynchi,0,0
Anolis lyra,0,0
Anolis macrinii,2,1193
Anolis macrolepis,0,0
Anolis macrophallus,0,0
Anolis maculiventris,0,0
Anolis magnaphallus,1,533
Anolis mariarum,0,0
Anolis matudai,0,0
Anolis medemi,1,1020
Anolis megapholidotus,2,1159
Anolis meridionalis,2,1970
Anolis mestrei,2,1974
Anolis microlepidotus,2,1193
Anolis microlepis,0,0
Anolis milleri,0,0
Anolis monteverde,1,530
Anolis morazani,0,0
Anolis muralla,0,0
Anolis naufragus,0,0
Anolis nebuloides,3,2161
Anolis nebulosus,2,759
Anolis nelsoni,0,0
Anolis nietoi,2,1178
Anolis notopholis,0,0
Anolis ocelloscapularis,1,1020
Anolis oligaspis,0,0
Anolis omiltemanus,2,1069
Anolis onca,1,1020
Anolis opalinus,1,1020
Anolis ophiolepis,2,1442
Anolis ordinatus,0,0
Anolis ortonii,2,1964
Anolis osa,1,306
Anolis oxylophus,1,1020
Anolis pachypus,2,1551
Anolis parvicirculatus,0,0
Anolis pentaprion,0,0
Anolis petersii,0,0
Anolis peucephilus,2,1071
Anolis pijolense,0,0
Anolis pinchoti,0,0
Anolis planiceps,1,1020
Anolis poecilopus,1,1020
Anolis polylepis,3,1874
Anolis pseudokemptoni,1,532
Anolis pseudopachypus,1,530
Anolis purpurgularis,1,1008
Anolis pygmaeus,0,0
Anolis quadriocellifer,2,1974
Anolis quaggulus,2,1549
Anolis quercorum,3,2179
Anolis radulinus,0,0
Anolis reconditus,1,1020
Anolis rhombifer,0,0
Anolis rivalis,0,0
Anolis roatanensis,0,0
Anolis rodriguezi,6,3298
Anolis rubiginosus,0,0
Anolis rubribarbaris,0,0
Anolis rubribarbus,2,1974
Anolis sacamecatensis,2,1201
Anolis sagrei,5,4628
Anolis salvini,0,0
Anolis scapularis,0,0
Anolis schiedii,0,0
Anolis scypheus,0,0
Anolis sericeus,1,1017
Anolis serranoi,0,0
Anolis sminthus,1,1020
Anolis stevepoei,2,1118
Anolis subocularis,2,1175
Anolis sulcifrons,0,0
Anolis tandai,0,0
Anolis taylori,2,1151
Anolis tenorioensis,1,536
Anolis tolimensis,0,0
Anolis townsendi,1,1020
Anolis trachyderma,1,1020
Anolis tropidogaster,2,1565
Anolis tropidolepis,1,576
Anolis tropidonotus,1,1020
Anolis uniformis,1,1020
Anolis unilobatus,1,1017
Anolis utilensis,1,1020
Anolis valencienni,1,1020
Anolis vicarius,0,0
Anolis villai,0,0
Anolis vittigerus,0,0
Anolis wampuensis,0,0
Anolis wellbornae,0,0
Anolis wermuthi,0,0
Anolis williamsii,0,0
Anolis woodi,1,1020
Anolis yoroensis,5,3074
Anolis zapotecorum,2,1108
Anolis zeus,1,1020
Anolis agueroi,0,0
Anolis baleatus,1,1020
Anolis barahonae,1,1020
Anolis barbatus,1,1020
Anolis chamaeleonides,2,1449
Anolis christophei,2,1451
Anolis cuvieri,4,4834
Anolis eugenegrahami,1,1020
Anolis guamuhaya,1,1020
Anolis porcus,2,1451
Anolis ricordii,2,941
Anolis roosevelti,0,0
Anolis sierramaestrae,0,0
Anelytropsis papillosus,8,5163
Dibamus alfredi,0,0
Dibamus bogadeki,0,0
Dibamus booliati,0,0
Dibamus bourreti,9,6781
Dibamus celebensis,5,3345
Dibamus dalaiensis,0,0
Dibamus deharvengi,0,0
Dibamus dezwaani,0,0
Dibamus greeri,5,3738
Dibamus ingeri,0,0
Dibamus kondaoensis,0,0
Dibamus leucurus,0,0
Dibamus montanus,5,4281
Dibamus nicobaricum,0,0
Dibamus novaeguineae,12,10808
Dibamus seramensis,5,3456
Dibamus smithi,0,0
Dibamus somsaki,0,0
Dibamus taylori,0,0
Dibamus tebal,0,0
Dibamus tiomanensis,5,3744
Dibamus vorisi,0,0
Amalosia jacovae,0,0
Amalosia lesueurii,5,2964
Amalosia obscura,4,2643
Amalosia rhombifer,6,4461
Bavayia crassicollis,2,2055
Bavayia cyclura,6,3712
Bavayia exsuccida,2,1989
Bavayia geitaina,5,3180
Bavayia goroensis,1,1047
Bavayia montana,2,2049
Bavayia nubila,1,1014
Bavayia ornata,2,2052
Bavayia pulchella,2,1974
Bavayia robusta,2,2049
Bavayia sauvagii,3,3345
Bavayia septuiclavis,3,2436
Correlophus belepensis,0,0
Correlophus ciliatus,6,3732
Correlophus sarasinorum,3,2604
Crenadactylus ocellatus,6,5217
Dactylocnemis pacificus,4,2992
Dierogekko inexpectatus,2,2061
Dierogekko insularis,5,3189
Dierogekko kaalaensis,2,1971
Dierogekko koniambo,2,2061
Dierogekko nehoueensis,2,1977
Dierogekko poumensis,2,2061
Dierogekko thomaswhitei,2,1974
Dierogekko validiclavis,2,2061
Diplodactylus calcicolus,0,0
Diplodactylus capensis,1,795
Diplodactylus conspicillatus,6,3279
Diplodactylus fulleri,1,1008
Diplodactylus furcosus,0,0
Diplodactylus galaxias,1,1011
Diplodactylus galeatus,2,1101
Diplodactylus granariensis,5,3972
Diplodactylus kenneallyi,0,0
Diplodactylus klugei,1,828
Diplodactylus lateroides,0,0
Diplodactylus mitchelli,1,852
Diplodactylus nebulosus,1,816
Diplodactylus ornatus,5,3336
Diplodactylus polyophthalmus,1,828
Diplodactylus pulcher,2,1101
Diplodactylus savagei,1,1011
Diplodactylus tessellatus,7,5337
Diplodactylus vittatus,4,2118
Diplodactylus wiru,0,0
Eurydactylodes agricolae,6,3749
Eurydactylodes occidentalis,2,2022
Eurydactylodes symmetricus,2,2028
Eurydactylodes vieillardi,2,2052
Hesperoedura reticulata,5,3924
Hoplodactylus delcourti,0,0
Hoplodactylus duvaucelii,4,3007
Lucasium alboguttatum,2,1551
Lucasium bungabinna,0,0
Lucasium byrnei,3,3171
Lucasium damaeum,7,4235
Lucasium immaculatum,1,825
Lucasium maini,3,2394
Lucasium occultum,0,0
Lucasium squarrosum,1,1008
Lucasium steindachneri,1,825
Lucasium stenodactylum,6,4122
Lucasium wombeyi,1,1008
Mniarogekko chahoua,5,3351
Mniarogekko jalu,0,0
Mokopirirakau cryptozoicus,4,3006
Mokopirirakau granulatus,5,3365
Mokopirirakau kahutarae,4,3009
Mokopirirakau nebulosus,4,3003
Naultinus elegans,4,3005
Naultinus gemmeus,6,3738
Naultinus grayii,4,3004
Naultinus manukanus,4,3006
Naultinus punctatus,4,3006
Naultinus rudis,4,3006
Naultinus stellatus,4,3006
Naultinus tuberculatus,4,3006
Nebulifera robusta,4,2619
Oedodera marmorata,7,4093
Oedura castelnaui,4,2577
Oedura coggeri,4,2658
Oedura filicipoda,4,2526
Oedura gemmata,4,2538
Oedura gracilis,4,2643
Oedura jowalbinna,0,0
Oedura marmorata,8,4408
Oedura monilis,4,2550
Oedura murrumanu,0,0
Oedura tryoni,8,4326
Paniegekko madjo,6,3742
Pseudothecadactylus australis,3,3366
Pseudothecadactylus cavaticus,2,1791
Pseudothecadactylus lindneri,8,6278
Rhacodactylus auriculatus,9,5900
Rhacodactylus leachianus,7,4650
Rhacodactylus trachycephalus,1,547
Rhacodactylus trachyrhynchus,4,2998
Rhynchoedura angusta,0,0
Rhynchoedura eyrensis,0,0
Rhynchoedura mentalis,0,0
Rhynchoedura ormsbyi,0,0
Rhynchoedura ornata,8,4737
Rhynchoedura sexapora,0,0
Strophurus assimilis,5,2778
Strophurus ciliaris,14,7369
Strophurus elderi,6,3183
Strophurus horneri,1,867
Strophurus intermedius,8,5243
Strophurus jeanae,3,3177
Strophurus krisalys,4,2166
Strophurus mcmillani,2,1101
Strophurus michaelseni,0,0
Strophurus rankini,5,2700
Strophurus robinsoni,1,867
Strophurus spinigerus,5,2700
Strophurus strophurus,6,3195
Strophurus taeniatus,2,1101
Strophurus wellingtonae,5,2249
Strophurus williamsi,5,2256
Strophurus wilsoni,0,0
Strophurus taenicauda,2,1101
Toropuku stephensi,4,3007
Tukutuku rakiurae,4,3005
Woodworthia brunneus,4,3009
Woodworthia chrysosireticus,4,3011
Woodworthia maculatus,7,4236
Aeluroscalabotes felinus,11,6060
Coleonyx brevis,8,4029
Coleonyx elegans,4,1904
Coleonyx fasciatus,0,0
Coleonyx gypsicolus,0,0
Coleonyx mitratus,10,5414
Coleonyx reticulatus,0,0
Coleonyx switaki,0,0
Coleonyx variegatus,16,13467
Eublepharis angramainyu,0,0
Eublepharis fuscus,0,0
Eublepharis hardwickii,0,0
Eublepharis macularius,13,7653
Eublepharis turcmenicus,3,3912
Goniurosaurus araneus,8,4050
Goniurosaurus bawanglingensis,0,0
Goniurosaurus catbaensis,1,599
Goniurosaurus hainanensis,1,527
Goniurosaurus huuliensis,0,0
Goniurosaurus kuroiwae,9,4858
Goniurosaurus liboensis,1,529
Goniurosaurus lichtenfelderi,5,2503
Goniurosaurus luii,11,8721
Goniurosaurus orientalis,0,0
Goniurosaurus splendens,0,0
Goniurosaurus toyamai,0,0
Goniurosaurus yamashinae,0,0
Goniurosaurus yingdeensis,1,527
Goniurosaurus zhelongi,1,519
Hemitheconyx caudicinctus,11,9443
Hemitheconyx taylori,11,9436
Holodactylus africanus,8,4055
Holodactylus cornii,0,0
Cnemaspis alwisi,0,0
Cnemaspis amith,0,0
Cnemaspis anaikattiensis,0,0
Cnemaspis andersonii,0,0
Cnemaspis australis,0,0
Cnemaspis beddomei,0,0
Cnemaspis boiei,0,0
Cnemaspis clivicola,0,0
Cnemaspis gemunu,2,1431
Cnemaspis girii,0,0
Cnemaspis goaensis,0,0
Cnemaspis gracilis,0,0
Cnemaspis heteropholis,0,0
Cnemaspis indica,0,0
Cnemaspis indraneildasii,0,0
Cnemaspis jerdonii,0,0
Cnemaspis kallima,0,0
Cnemaspis kandiana,5,3168
Cnemaspis kolhapurensis,0,0
Cnemaspis kottiyoorensis,0,0
Cnemaspis kumarasinghei,0,0
Cnemaspis latha,0,0
Cnemaspis littoralis,0,0
Cnemaspis menikay,0,0
Cnemaspis modiglianii,2,1431
Cnemaspis molligodai,0,0
Cnemaspis monticola,0,0
Cnemaspis mysoriensis,0,0
Cnemaspis nairi,0,0
Cnemaspis nilagirica,0,0
Cnemaspis ornata,0,0
Cnemaspis otai,0,0
Cnemaspis pava,0,0
Cnemaspis phillipsi,0,0
Cnemaspis podihuna,5,3171
Cnemaspis pulchra,0,0
Cnemaspis punctata,0,0
Cnemaspis rammalensis,0,0
Cnemaspis retigalensis,0,0
Cnemaspis samanalensis,0,0
Cnemaspis scalpensis,2,1431
Cnemaspis silvula,0,0
Cnemaspis sisparensis,0,0
Cnemaspis tropidogaster,4,2735
Cnemaspis upendrai,0,0
Cnemaspis wicksi,0,0
Cnemaspis wynadensis,0,0
Cnemaspis yercaudensis,0,0
Microgecko depressus,0,0
Microgecko helenae,5,2814
Microgecko latifi,0,0
Microgecko persicus,4,2718
Afroedura africana,3,2436
Afroedura amatolica,5,3177
Afroedura bogerti,5,3521
Afroedura broadleyi,3,2436
Afroedura granitica,3,2436
Afroedura haackei,0,0
Afroedura halli,5,3439
Afroedura hawequensis,5,3452
Afroedura karroica,7,4118
Afroedura langi,5,3196
Afroedura leoloensis,0,0
Afroedura loveridgei,6,4053
Afroedura major,2,1398
Afroedura maripi,3,2412
Afroedura marleyi,5,3139
Afroedura multiporis,5,3376
Afroedura namaquensis,0,0
Afroedura nivaria,5,3431
Afroedura pienaari,3,2436
Afroedura pondolia,5,3523
Afroedura pongola,3,2436
Afroedura rondavelica,0,0
Afroedura rupestris,0,0
Afroedura tembulica,5,3148
Afroedura tirasensis,0,0
Afroedura transvaalica,4,2855
Afroedura waterbergensis,3,2436
Afrogecko ansorgii,0,0
Afrogecko porphyreus,10,6099
Ailuronyx seychellensis,2,756
Ailuronyx tachyscopaeus,5,3168
Ailuronyx trachygaster,5,2763
Blaesodactylus ambonihazo,3,1905
Blaesodactylus antongilensis,8,5217
Blaesodactylus boivini,8,5876
Blaesodactylus sakalava,4,2871
Calodactylodes aureus,2,1359
Calodactylodes illingworthorum,5,3183
Chondrodactylus angulifer,9,5691
Chondrodactylus bibronii,8,4227
Chondrodactylus fitzsimonsi,5,3301
Chondrodactylus turneri,7,4720
Christinus alexanderi,3,2406
Christinus guentheri,3,1956
Christinus marmoratus,6,5097
Cnemaspis africana,5,3162
Cnemaspis alantika,0,0
Cnemaspis barbouri,0,0
Cnemaspis dickersonae,5,3117
Cnemaspis dilepis,0,0
